date,amount,debit_amount,credit_amount,account_code,account_name,vendor,description,journal_ref,dr_cr_pattern
2024-10-25,3035.06,3035.06,0.0,6100,Rent Expense,Acme Supplies Inc,Subscription renewal,JE-11759,non_standard
2024-08-12,856.92,856.92,0.0,6010,Payroll Tax Expense,Customer C Holdings,Subscription renewal,JE-11760,standard
2024-09-10,2976.91,2976.91,0.0,6100,Rent Expense,Summit Marketing Group,Reimbursement,JE-11761,non_standard
2024-09-06,4582.2,0.0,4582.2,4000,Sales Revenue,Bayview Logistics,Monthly invoice,JE-11762,standard
2024-11-12,353.77,353.77,0.0,6900,Repairs & Maintenance,Pacific Office Co,Reimbursement,JE-11763,non_standard
2024-01-23,5344.68,5344.68,0.0,5000,Cost of Goods Sold,Vector IT Solutions,Subscription renewal,JE-11764,non_standard
2024-03-15,668.32,668.32,0.0,6300,Office Supplies,Standard Bank,Recurring charge,JE-11765,non_standard
2024-04-16,789.08,789.08,0.0,6900,Repairs & Maintenance,Customer B LLC,Recurring charge,JE-11766,non_standard
2024-04-02,6049.42,6049.42,0.0,5100,Inventory Purchases,Pacific Office Co,Subscription renewal,JE-11767,standard
2024-01-17,1661.63,1661.63,0.0,6400,Professional Fees,Summit Marketing Group,Service rendered,JE-11768,standard
2024-06-01,3852.38,3852.38,0.0,5100,Inventory Purchases,Pacific Office Co,Equipment lease,JE-11769,standard
2024-06-08,5070.45,0.0,5070.45,4000,Sales Revenue,Bayview Logistics,Reimbursement,JE-11770,standard
2024-05-15,91.56,91.56,0.0,6300,Office Supplies,Apex Payroll Services,Equipment lease,JE-11771,non_standard
2024-10-21,334.82,334.82,0.0,6700,Software Subscriptions,Acme Supplies Inc,Subscription renewal,JE-11772,non_standard
2024-03-26,608.84,608.84,0.0,6900,Repairs & Maintenance,Customer B LLC,Supplies order,JE-11773,non_standard
2024-02-05,12311.82,12311.82,0.0,7000,Cash Disbursements,Customer A Corp,Supplies order,JE-11774,standard
2024-05-08,4641.5,4641.5,0.0,5000,Cost of Goods Sold,Quantum Software Inc,Routine purchase,JE-11775,non_standard
2024-11-26,9747.61,9747.61,0.0,1200,Accounts Receivable,Quantum Software Inc,Recurring charge,JE-11776,standard
2024-11-11,8554.05,8554.05,0.0,6000,Salaries Expense,Summit Marketing Group,Supplies order,JE-11777,standard
2024-05-28,223.25,223.25,0.0,6700,Software Subscriptions,Customer D Industries,Monthly invoice,JE-11778,non_standard
2024-04-11,1131.4,1131.4,0.0,6400,Professional Fees,Bayview Logistics,Recurring charge,JE-11779,standard
2024-08-05,3416.38,3416.38,0.0,1200,Accounts Receivable,Customer C Holdings,Recurring charge,JE-11780,standard
2024-12-05,24240.74,24240.74,0.0,7000,Cash Disbursements,Bayview Logistics,Routine purchase,JE-11781,standard
2024-01-23,7336.35,7336.35,0.0,6000,Salaries Expense,Pacific Office Co,,JE-11782,standard
2024-10-28,691.9,691.9,0.0,6900,Repairs & Maintenance,Pacific Office Co,Equipment lease,JE-11783,non_standard
2024-03-25,7500.0,7500.0,0.0,5000,Cost of Goods Sold,Acme Supplies Inc,Supplies order,JE-11784,non_standard
2024-03-05,3105.32,3105.32,0.0,6100,Rent Expense,Pacific Office Co,Recurring charge,JE-11785,non_standard
2024-09-06,416.37,416.37,0.0,6900,Repairs & Maintenance,Quantum Software Inc,Monthly invoice,JE-11786,non_standard
2024-12-04,10188.15,0.0,10188.15,4000,Sales Revenue,Bridgepoint Travel,Vendor payment,JE-11787,standard
2024-06-26,536.75,536.75,0.0,6500,Travel & Entertainment,Greenline Insurance,Routine purchase,JE-11788,non_standard
2024-06-26,3629.75,3629.75,0.0,1200,Accounts Receivable,Pacific Office Co,Vendor payment,JE-11789,standard
2024-03-20,2887.09,2887.09,0.0,6100,Rent Expense,Quantum Software Inc,Recurring charge,JE-11790,non_standard
2024-02-09,3587.56,3587.56,0.0,7000,Cash Disbursements,Reliant Repair Services,Supplies order,JE-11791,standard
2024-03-20,624.53,624.53,0.0,6300,Office Supplies,Bridgepoint Travel,Monthly invoice,JE-11792,non_standard
2024-08-14,1086.65,1086.65,0.0,6800,Insurance Expense,Bayview Logistics,Monthly invoice,JE-11793,non_standard
2024-03-06,3529.86,3529.86,0.0,7000,Cash Disbursements,Bridgepoint Travel,Service rendered,JE-11794,standard
2024-09-04,50.0,50.0,0.0,6500,Travel & Entertainment,Apex Payroll Services,Equipment lease,JE-11795,non_standard
2024-07-03,142.61,142.61,0.0,6300,Office Supplies,Standard Bank,Equipment lease,JE-11796,non_standard
2024-01-05,2395.83,0.0,2395.83,2000,Accounts Payable,Summit Marketing Group,Service rendered,JE-11797,standard
2024-05-20,6805.66,6805.66,0.0,1200,Accounts Receivable,Bridgepoint Travel,Monthly invoice,JE-11798,standard
2024-07-23,410.51,410.51,0.0,5000,Cost of Goods Sold,Standard Bank,Recurring charge,JE-11799,non_standard
2024-10-25,1898.82,1898.82,0.0,6600,Marketing Expense,Customer C Holdings,Vendor payment,JE-11800,non_standard
2024-10-17,771.94,771.94,0.0,6600,Marketing Expense,Greenline Insurance,Service rendered,JE-11801,non_standard
2024-03-02,2500.0,2500.0,0.0,7000,Cash Disbursements,Apex Payroll Services,Monthly invoice,JE-11802,standard
2024-01-24,3030.74,3030.74,0.0,6100,Rent Expense,Apex Payroll Services,Reimbursement,JE-11803,non_standard
2024-09-26,1665.47,1665.47,0.0,5000,Cost of Goods Sold,Customer C Holdings,Subscription renewal,JE-11804,non_standard
2024-03-29,4229.31,4229.31,0.0,5000,Cost of Goods Sold,Citywide Rentals LLC,Routine purchase,JE-11805,non_standard
2024-12-07,980.27,980.27,0.0,5100,Inventory Purchases,Customer B LLC,Reimbursement,JE-11806,standard
2024-03-01,6054.81,6054.81,0.0,1200,Accounts Receivable,Bayview Logistics,Equipment lease,JE-11807,standard
2024-12-30,334.36,334.36,0.0,6700,Software Subscriptions,Greenline Insurance,Recurring charge,JE-11808,non_standard
2024-11-07,5423.4,0.0,5423.4,4000,Sales Revenue,Customer D Industries,Service rendered,JE-11809,standard
2024-01-30,167.53,167.53,0.0,6300,Office Supplies,Customer D Industries,Subscription renewal,JE-11810,non_standard
2024-05-09,1202.43,1202.43,0.0,6900,Repairs & Maintenance,Customer D Industries,Routine purchase,JE-11811,non_standard
2024-06-04,3537.43,0.0,3537.43,4100,Service Revenue,Apex Payroll Services,Equipment lease,JE-11812,standard
2024-12-06,825.27,825.27,0.0,6600,Marketing Expense,Northstar Utilities,Reimbursement,JE-11813,non_standard
2024-01-28,5339.24,5339.24,0.0,1200,Accounts Receivable,Bayview Logistics,Reimbursement,JE-11814,standard
2024-09-03,526.09,526.09,0.0,6200,Utilities Expense,Reliant Repair Services,Recurring charge,JE-11815,non_standard
2024-08-07,5313.0,0.0,5313.0,2000,Accounts Payable,Citywide Rentals LLC,Vendor payment,JE-11816,standard
2024-08-29,6769.34,6769.34,0.0,6000,Salaries Expense,Customer B LLC,Vendor payment,JE-11817,standard
2024-03-14,6287.59,0.0,6287.59,4000,Sales Revenue,Customer B LLC,Routine purchase,JE-11818,standard
2024-10-08,819.65,819.65,0.0,5000,Cost of Goods Sold,Bridgepoint Travel,Supplies order,JE-11819,non_standard
2024-03-29,109.2,109.2,0.0,6900,Repairs & Maintenance,Apex Payroll Services,Service rendered,JE-11820,non_standard
2024-10-07,3181.49,0.0,3181.49,4100,Service Revenue,Customer D Industries,Service rendered,JE-11821,standard
2024-03-07,5672.36,0.0,5672.36,2000,Accounts Payable,Bayview Logistics,Vendor payment,JE-11822,standard
2024-03-26,1095.8,1095.8,0.0,6800,Insurance Expense,Customer B LLC,Equipment lease,JE-11823,non_standard
2024-06-10,50.0,50.0,0.0,6500,Travel & Entertainment,Bridgepoint Travel,Service rendered,JE-11824,non_standard
2024-08-22,538.57,538.57,0.0,6500,Travel & Entertainment,Vector IT Solutions,Recurring charge,JE-11825,non_standard
2024-12-18,3061.35,3061.35,0.0,6100,Rent Expense,Quantum Software Inc,Recurring charge,JE-11826,non_standard
2024-11-11,1623.85,1623.85,0.0,6400,Professional Fees,Quantum Software Inc,Recurring charge,JE-11827,standard
2024-10-22,6188.49,6188.49,0.0,6000,Salaries Expense,Summit Marketing Group,Recurring charge,JE-11828,standard
2024-10-23,522.44,522.44,0.0,6900,Repairs & Maintenance,Northstar Utilities,,JE-11829,non_standard
2024-08-22,3028.0,3028.0,0.0,6100,Rent Expense,Northstar Utilities,Supplies order,JE-11830,non_standard
2024-08-22,1252.8,1252.8,0.0,6600,Marketing Expense,Apex Payroll Services,Routine purchase,JE-11831,non_standard
2024-01-04,4321.17,0.0,4321.17,2000,Accounts Payable,Bayview Logistics,Monthly invoice,JE-11832,standard
2024-04-19,1195.31,1195.31,0.0,6800,Insurance Expense,Standard Bank,Service rendered,JE-11833,non_standard
2024-02-22,450.09,450.09,0.0,6900,Repairs & Maintenance,Greenline Insurance,Vendor payment,JE-11834,non_standard
2024-08-10,4380.87,0.0,4380.87,4100,Service Revenue,Northstar Utilities,Equipment lease,JE-11835,standard
2024-10-07,380.72,380.72,0.0,6700,Software Subscriptions,Acme Supplies Inc,Supplies order,JE-11836,non_standard
2024-03-14,319.17,319.17,0.0,6700,Software Subscriptions,Customer A Corp,Monthly invoice,JE-11837,non_standard
2024-01-11,1674.51,1674.51,0.0,6600,Marketing Expense,Apex Payroll Services,Supplies order,JE-11838,non_standard
2024-08-14,668.05,668.05,0.0,6700,Software Subscriptions,Customer C Holdings,Monthly invoice,JE-11839,non_standard
2024-03-05,87.83,87.83,0.0,6300,Office Supplies,Bridgepoint Travel,Subscription renewal,JE-11840,non_standard
2024-05-03,1503.58,0.0,1503.58,4000,Sales Revenue,Citywide Rentals LLC,Vendor payment,JE-11841,standard
2024-03-30,1533.93,1533.93,0.0,6600,Marketing Expense,Customer C Holdings,Vendor payment,JE-11842,non_standard
2024-02-29,2154.0,2154.0,0.0,7000,Cash Disbursements,Summit Marketing Group,Vendor payment,JE-11843,standard
2024-11-11,4055.35,4055.35,0.0,5100,Inventory Purchases,Vector IT Solutions,Subscription renewal,JE-11844,standard
2024-01-02,1634.47,1634.47,0.0,6600,Marketing Expense,Customer B LLC,Vendor payment,JE-11845,non_standard
2024-04-06,763.11,763.11,0.0,6500,Travel & Entertainment,Vector IT Solutions,Recurring charge,JE-11846,non_standard
2024-12-16,788.63,788.63,0.0,6400,Professional Fees,Northstar Utilities,Monthly invoice,JE-11847,standard
2024-10-13,1068.74,1068.74,0.0,6010,Payroll Tax Expense,Bayview Logistics,Subscription renewal,JE-11848,standard
2024-01-04,4503.09,0.0,4503.09,2000,Accounts Payable,Bayview Logistics,Monthly invoice,JE-11849,standard
2024-07-16,312.26,312.26,0.0,6700,Software Subscriptions,Greenline Insurance,Vendor payment,JE-11850,non_standard
2024-07-31,327.85,327.85,0.0,6500,Travel & Entertainment,Apex Payroll Services,Service rendered,JE-11851,non_standard
2024-07-24,333.66,0.0,333.66,4000,Sales Revenue,Vector IT Solutions,Equipment lease,JE-11852,standard
2024-11-14,1449.04,1449.04,0.0,6400,Professional Fees,Customer A Corp,Subscription renewal,JE-11853,standard
2024-11-10,2732.86,2732.86,0.0,6600,Marketing Expense,Summit Marketing Group,Monthly invoice,JE-11854,non_standard
2024-08-14,330.58,330.58,0.0,6300,Office Supplies,Customer B LLC,Equipment lease,JE-11855,non_standard
2024-05-06,968.13,968.13,0.0,6900,Repairs & Maintenance,Greenline Insurance,Vendor payment,JE-11856,non_standard
2024-03-04,7116.69,7116.69,0.0,6000,Salaries Expense,Reliant Repair Services,Vendor payment,JE-11857,standard
2024-02-14,706.93,706.93,0.0,6900,Repairs & Maintenance,Quantum Software Inc,Reimbursement,JE-11858,non_standard
2024-01-19,4010.06,0.0,4010.06,2000,Accounts Payable,Reliant Repair Services,Subscription renewal,JE-11859,standard
2024-07-31,433.94,433.94,0.0,6900,Repairs & Maintenance,Customer C Holdings,Supplies order,JE-11860,non_standard
2024-07-31,459.81,0.0,459.81,2000,Accounts Payable,Reliant Repair Services,Monthly invoice,JE-11861,standard
2024-06-20,911.51,911.51,0.0,6900,Repairs & Maintenance,Summit Marketing Group,Reimbursement,JE-11862,non_standard
2024-02-02,3200.61,3200.61,0.0,6100,Rent Expense,Acme Supplies Inc,Service rendered,JE-11863,non_standard
2024-07-22,2996.84,0.0,2996.84,2000,Accounts Payable,Citywide Rentals LLC,Recurring charge,JE-11864,standard
2024-04-04,290.55,290.55,0.0,6700,Software Subscriptions,Acme Supplies Inc,Reimbursement,JE-11865,non_standard
2024-11-18,1820.12,0.0,1820.12,4100,Service Revenue,Customer D Industries,Routine purchase,JE-11866,standard
2024-04-07,2833.06,2833.06,0.0,6100,Rent Expense,Northstar Utilities,Equipment lease,JE-11867,non_standard
2024-08-25,5945.68,5945.68,0.0,5100,Inventory Purchases,Pacific Office Co,Reimbursement,JE-11868,standard
2024-02-07,945.01,945.01,0.0,6500,Travel & Entertainment,Acme Supplies Inc,Equipment lease,JE-11869,non_standard
2024-06-17,162.51,162.51,0.0,6500,Travel & Entertainment,Greenline Insurance,Vendor payment,JE-11870,non_standard
2024-07-13,50.0,0.0,50.0,2000,Accounts Payable,Summit Marketing Group,Subscription renewal,JE-11871,standard
2024-07-01,6715.87,6715.87,0.0,6000,Salaries Expense,Greenline Insurance,Routine purchase,JE-11872,standard
2024-05-07,2963.76,2963.76,0.0,6100,Rent Expense,Reliant Repair Services,Routine purchase,JE-11873,non_standard
2024-01-02,293.93,293.93,0.0,6300,Office Supplies,Citywide Rentals LLC,Vendor payment,JE-11874,non_standard
2024-12-09,1587.55,1587.55,0.0,5000,Cost of Goods Sold,Customer A Corp,Reimbursement,JE-11875,non_standard
2024-11-14,3368.91,0.0,3368.91,4100,Service Revenue,Customer D Industries,Equipment lease,JE-11876,standard
2024-11-21,921.18,921.18,0.0,6010,Payroll Tax Expense,Bayview Logistics,Reimbursement,JE-11877,standard
2024-10-16,1007.26,1007.26,0.0,6800,Insurance Expense,Apex Payroll Services,Routine purchase,JE-11878,non_standard
2024-12-17,3494.61,0.0,3494.61,2000,Accounts Payable,Customer D Industries,Service rendered,JE-11879,standard
2024-08-05,50.0,50.0,0.0,6500,Travel & Entertainment,Citywide Rentals LLC,Recurring charge,JE-11880,non_standard
2024-03-11,4958.94,0.0,4958.94,4000,Sales Revenue,Apex Payroll Services,Reimbursement,JE-11881,standard
2024-04-09,1621.51,1621.51,0.0,7000,Cash Disbursements,Reliant Repair Services,Equipment lease,JE-11882,standard
2024-08-26,764.15,764.15,0.0,6600,Marketing Expense,Northstar Utilities,Subscription renewal,JE-11883,non_standard
2024-03-02,1737.36,1737.36,0.0,6400,Professional Fees,Bayview Logistics,Routine purchase,JE-11884,standard
2024-09-27,2541.25,2541.25,0.0,7000,Cash Disbursements,Acme Supplies Inc,Recurring charge,JE-11885,standard
2024-08-08,342.84,342.84,0.0,6500,Travel & Entertainment,Apex Payroll Services,Routine purchase,JE-11886,non_standard
2024-09-18,6589.16,6589.16,0.0,5100,Inventory Purchases,Customer B LLC,Recurring charge,JE-11887,standard
2024-11-01,272.46,272.46,0.0,6900,Repairs & Maintenance,Bayview Logistics,Service rendered,JE-11888,non_standard
2024-09-26,676.69,676.69,0.0,6500,Travel & Entertainment,Customer B LLC,Subscription renewal,JE-11889,non_standard
2024-08-30,775.61,775.61,0.0,6800,Insurance Expense,Northstar Utilities,Equipment lease,JE-11890,non_standard
2024-08-19,1852.81,1852.81,0.0,6600,Marketing Expense,Customer D Industries,Subscription renewal,JE-11891,non_standard
2024-06-26,1610.69,1610.69,0.0,5000,Cost of Goods Sold,Customer C Holdings,Supplies order,JE-11892,non_standard
2024-06-11,275.23,275.23,0.0,6300,Office Supplies,Pacific Office Co,Subscription renewal,JE-11893,non_standard
2024-07-03,825.99,0.0,825.99,4100,Service Revenue,Citywide Rentals LLC,Supplies order,JE-11894,standard
2024-04-25,1585.59,1585.59,0.0,5000,Cost of Goods Sold,Customer B LLC,,JE-11895,non_standard
2024-08-08,3013.07,3013.07,0.0,6100,Rent Expense,Customer C Holdings,Service rendered,JE-11896,non_standard
2024-07-08,229.4,229.4,0.0,6300,Office Supplies,Vector IT Solutions,Monthly invoice,JE-11897,non_standard
2024-07-29,534.12,534.12,0.0,6200,Utilities Expense,Pacific Office Co,Reimbursement,JE-11898,non_standard
2024-02-07,3616.75,3616.75,0.0,7000,Cash Disbursements,Pacific Office Co,Routine purchase,JE-11899,standard
2024-12-11,2974.37,0.0,2974.37,4000,Sales Revenue,Customer D Industries,Vendor payment,JE-11900,standard
2024-11-26,2922.17,2922.17,0.0,6100,Rent Expense,Customer C Holdings,Routine purchase,JE-11901,non_standard
2024-03-07,1961.19,0.0,1961.19,2000,Accounts Payable,Customer B LLC,Subscription renewal,JE-11902,standard
2024-04-12,706.96,706.96,0.0,6600,Marketing Expense,Bridgepoint Travel,Supplies order,JE-11903,non_standard
2024-09-04,566.75,566.75,0.0,6200,Utilities Expense,Reliant Repair Services,Supplies order,JE-11904,non_standard
2024-03-17,7500.0,7500.0,0.0,6900,Repairs & Maintenance,Quantum Software Inc,Vendor payment,JE-11905,non_standard
2024-11-29,972.83,972.83,0.0,6400,Professional Fees,Pacific Office Co,Subscription renewal,JE-11906,standard
2024-05-16,4091.77,0.0,4091.77,4100,Service Revenue,Customer A Corp,Vendor payment,JE-11907,standard
2024-06-06,3979.81,0.0,3979.81,4000,Sales Revenue,Customer C Holdings,Reimbursement,JE-11908,standard
2024-08-23,7213.5,0.0,7213.5,2000,Accounts Payable,Bridgepoint Travel,Service rendered,JE-11909,standard
2024-11-04,5811.56,5811.56,0.0,6000,Salaries Expense,Acme Supplies Inc,Recurring charge,JE-11910,standard
2024-04-29,2985.38,2985.38,0.0,7000,Cash Disbursements,Bayview Logistics,Supplies order,JE-11911,standard
2024-07-02,4156.84,0.0,4156.84,2000,Accounts Payable,Quantum Software Inc,Supplies order,JE-11912,standard
2024-11-12,1392.99,1392.99,0.0,6400,Professional Fees,Customer B LLC,,JE-11913,standard
2024-07-01,477.03,477.03,0.0,6700,Software Subscriptions,Customer D Industries,Recurring charge,JE-11914,non_standard
2024-08-27,1975.73,1975.73,0.0,6600,Marketing Expense,Summit Marketing Group,Subscription renewal,JE-11915,non_standard
2024-02-21,163.63,163.63,0.0,6900,Repairs & Maintenance,Standard Bank,Equipment lease,JE-11916,non_standard
2024-03-05,4662.84,0.0,4662.84,2000,Accounts Payable,Greenline Insurance,Equipment lease,JE-11917,standard
2024-02-21,673.6,0.0,673.6,4100,Service Revenue,Quantum Software Inc,Service rendered,JE-11918,standard
2024-07-30,457.28,457.28,0.0,6200,Utilities Expense,Bridgepoint Travel,Supplies order,JE-11919,non_standard
2024-05-01,7944.87,7944.87,0.0,5100,Inventory Purchases,Customer B LLC,Service rendered,JE-11920,standard
2024-02-26,1902.51,0.0,1902.51,4100,Service Revenue,Customer A Corp,Reimbursement,JE-11921,standard
2024-07-23,857.42,857.42,0.0,6500,Travel & Entertainment,Citywide Rentals LLC,Recurring charge,JE-11922,non_standard
2024-09-25,5211.94,5211.94,0.0,5100,Inventory Purchases,Northstar Utilities,Equipment lease,JE-11923,standard
2024-02-29,7124.75,7124.75,0.0,1200,Accounts Receivable,Customer A Corp,Service rendered,JE-11924,standard
2024-06-24,729.62,729.62,0.0,6400,Professional Fees,Acme Supplies Inc,Equipment lease,JE-11925,standard
2024-10-20,472.01,472.01,0.0,6200,Utilities Expense,Customer C Holdings,Vendor payment,JE-11926,non_standard
2024-07-03,1100.49,1100.49,0.0,6500,Travel & Entertainment,Northstar Utilities,Vendor payment,JE-11927,non_standard
2024-09-05,826.72,826.72,0.0,6400,Professional Fees,Bayview Logistics,Routine purchase,JE-11928,standard
2024-10-03,2927.29,2927.29,0.0,6100,Rent Expense,Summit Marketing Group,Supplies order,JE-11929,non_standard
2024-03-12,3947.58,3947.58,0.0,5100,Inventory Purchases,Pacific Office Co,Monthly invoice,JE-11930,standard
2024-05-16,50.0,50.0,0.0,6600,Marketing Expense,Bayview Logistics,Routine purchase,JE-11931,non_standard
2024-02-01,6525.2,6525.2,0.0,6000,Salaries Expense,Customer C Holdings,Vendor payment,JE-11932,standard
